content,label,type
"We went twice, once during the night and again during the day.  It was busy both times.  It’s a nice place to take pictures and just sit and relax.  The Basilica is the main focal point of the square. There is 1 public bathroom which was hard to find and you have to pay to use. A must visit while in Venice.",0,test
This is a beautiful square with many great photo possibilities. There is plenty of open space but it will be crowded. Shops surround the piazza as do over-priced restaurants. EUR11 for a cappuccino! There is plenty to see - Basilica et al and it is also close by Doge's Palace for a visit.,1,test
The beach was really nice the chairs and umbrellas are $20 which I thought was a little expensive but over all it was nice.,0,test
Probably the best place in Dubai.Love to visit it .Definitely It is the first place i visit when I’m in Dubai as it has perfect location just next to the mall and overall center .I surely advise to everyone to not think about money and do some excursion in all venues of BK and have a bite there .And of course we don’t forget about magnificent effect of hovering when you enjoy the view on top.,0,test
"The Petite France is simply very charming.  We are not sure why it is called the Petite France, since  it looks like Venise though...  fun to walk around and see the different architecture.",0,test
Love this beach! Lots of wind but still a good time for us! Love the vibs! We Will be coming back for sure!,0,test
"Cheesy title. But it says it all. You simply HAVE to visit this place when you are in Rome. We visited 10 years again and didn’t have time and always regretted it. Then, last year we made an impromptu trip to rime and visited in the first day. So glad we re-visited.",0,test
Loved visiting here - the views of the city were amazing!  The photographers they had did a great job and we bought a photo even though we took so many ourselves.,0,test
Strassburg is a wonderful city to be visited and I would certainly return there as many times as I have the opportunity to.,0,test
This huge deep lake has ferries to keep communities together and massive cliffs in places and vineyards in others.,0,test
As the review said. It almost is more interesting to look at the beautiful building than it is to be inside of it. The outdoor viewing area was very small. Still a must see while in Dubai.,1,test
"Very beautiful architectures every corner of the street! Feels good to take a nice stroll on the cobblestone while admiring the colourful houses! If you are looking for comic/vinyl/cd/dvd/Blu-Ray shop, you can pay a visit to l’occase de L’oncle Tom when you are there! Lots of",0,test
"This place is well worth wandering through. Not only are the old buildings a worthy sight but the Christmas decorations make all the nicer. I would recommend allotting a few hours to explore down the side streets. Some of the houses are stunning and make for a great photograph. Further, by wandering, you stumble upon small pockets of Christmas market which make it all the nicer. Also, the place has a different feeling at day and at night. To make the most of the place, it is worth checking it out during the day and during the night.  We found that buying a ‘jus de pomme chaud’ (a hot apple juice) helped to stave off the cold and made the experience all the more memorable.",1,test
"Incredible, truly impressive! This mosque is famous for its massive dome and the world’s largest building of its kind during its time. Built around 360 and know it took over 200 years to build, Sophia, aka Sofya was the first imperial mosque of Istanbul. The building served different purpose as originally it served as an Orthodox Cathedral, then a Roman Catholic cathedral under the Latin Empire and then a mosque and now to be a museum. I have seen structures like this in Delhi, the Qutub Minar where it was a Hindu structure, then due to power grabbing, became a mosque. You can tell the difference because a mosque cannot have any images like flowers, people or statues, only calligraphy. At QM, you can see some of the structures were still left with the Hindu remnants. In this place, the guide was narrating the story and I noticed the same where images of the Virgin Mary, the cross and Jesus were still visible on the dome. I mentioned to the guide and asked why it was not covered by the Muslims. He said it was actually covered (not destroyed) and now it is revealed again. So if you look on the dome, there are images of the Virgin Mary All etched in gold. Ahhh history.",1,test
"Dinner at the Betsy Hotel on Ocean Drive is a pure pleasure. Wonderful piano music, great margaritas, worlds best hamburger and our waiter, Michael, was a joy!  Can’t wait to go back!",0,test
Small narrow cobbled streets crammed with amazing buildings and lots of shops and restaurants. We were fortunate to have glorious sunshine when we walked around - well worth a visit :),1,test
"Suomenlinna is an island just around 30 minutes away from the centre of Helsinki. You cannot buy tickets in advance so you have to do so in a few kiosk ticket machines just outside the ferry pier.  Unfortunately the ticket machines are packed with tourists not really knowing how to work the machines or people with the smarts to buy individually per person on each machine. As a result, it is very easy to miss your ferry even though you are standing in the queue.  I suggest buying your tickets at the kiosks a few hours before you intend to get on the ferry as you could be one of those left behind because some silly tourists were taking ages.  The fortress itself is quite a nice little escapade outside of Helsinki centre. There isn't too much to do apart from wander about and admire the old fortress walls. you could spend a day navigating, having coffee in their few cafes and hoping to meet some of their fortress cats.",1,test
"Suomenlinna is not just a fort, it's a group of islands you can stroll around and enjoy the beautiful coastline and the old buildings in a relaxed atmosphere away from the city.  You get a twelve hour ticket to/from Suomenlinna for the reasonable price of €5. The boat leaves at least once every hour all days of the week. The boat departs from the central market square and tickets are sold in machines by the port. The boat ride takes about 15 minutes and there are seats both inside and on the top deck, nice views of Helsinki and the archipelago!  First thing on the island you find a building which holds bathrooms and a tourist information where you can grab a map of the island. Walking around the island you do for free, you only pay if you wish to visit any of the museums.  You can follow the blue signs across the islands which passes the most important sights and along the way there are information signs about the spots. On a beautiful day you can find many beautiful picknick spots along the coast and just sit and admire the view of the ocean and of Helsinki.  I very much enjoyed my day at Suomenlinna, both seeing and learning about the historic sights and also for the beautiful landscape, the soft rocks by the ocean, the birds and the peacefulness that comes without cars and bars etc. Nice and cheap way to get away from the city stress!",1,test
Mid-October was perfect weather.  Our first visit on this trip was in the evening - few visitors but felt totally safe.  The Cathedral was illuminated making for a nice photo you don't see often.  Also very few pigeons that night!  Big crowds the next day and it was just Thursday.  The sheer size of everything there is impressive!,0,test
"A must see. Lived up to all of my expectations, and given the beautiful weather, much much more.  If you're looking to save money, just pay the 45RMB park entrance and walk up to the wall. It only takes 45 minutes up evenly spaced steps and you'll be at the wall.",0,test
"One of the greatest and certainly most iconic landmarks of ancient Rome. The amphitheater was  erected in the years 70-72 to 80 CE. by Vespasian and Titus,emperors of the Flavian dynasty.It is a large, elliptical structure 188 m long and 156 m wide, 524 m circumference, 48.5 m high, with a spacious auditorium that could seat to 50,000 spectators. The Colosseum is the largest amphitheatre ever built.  Took place here , inter alia, gladiator fights, naumachie, hunting wild animals. Tradition says that Christians were murdered at the Coliseum, which was commemorated with a cross inside the building. Since the mid-eighteenth century, the Colosseum has been cared for as a place of martyrdom of the first Christians. The place is  steeped in history and  breathtaking. This is a must see venue in Rome.",1,test
"We saw La Petite France firstly in a boat trip and then by foot. It is a very nice place, with the old houses and the history in any ot them. There one can see hotels, restaurants and a lot of tourists. The place is perfect for great photos.",1,test
"Pro tip: For those want to go to Pilatus Mt. too, In the main train station on the second floor you can get a discount ticket if you purchase a package of boat ride and the Pilatus cogwheel train together.  The boat ride is nice and slow with many photo ops. Enjoy!",0,test
"You cannot visit the city without taking a boat ride and stroll around here. Lots of places to eat and lots to see. Take a tour and get the real history of this beautiful area. Walking flat shoes though, it's all cobbles.",0,test
Of course you have to visit Piazza San Marco but I do really prefer the quiet back alleys of Venice.,0,test
"get up early to collect shells and pick out a space for the day, remember the water undercurrent is very strong.",0,test
"I visited on a day with NO wind and temperatures barely below freezing. I was by myself.  It was a beautiful place to walk around. I mostly followed by ""blue route"", wandering off the beaten path to walk out to views of the harbor and the city. It was pleasant, even in the winter.  When I arrived (before 10am) the information center was still closed. While there were several signs posted explaining particular places on the island, I think I would have appreciated an audio guide, or maybe a guide with more information than the 1 pages flyer available outside the info center. I'm sure that I didn't appreciate the history of the place as much as I could have.  Getting there and back was easy with the public transport boat from Market Square. I got the ticket from the machine using cash for 5 euros.  It is true that most of the cafes are closed, but there were a few still open, especially closer to the dock.",1,test
"The streets are too crowded and the traffic is dangerous. Cars and motorbikes are not careful with pedestrians.  There are plenty of places to eat and a uninteresting night market. But, the area around the lake is very pretty and easy to walk.",1,test
A wonderful place!  It's been a part of Istanbul for centuries now  and it's still an impressive place to visit,1,test
This is why you come to Strasbourg...picturebook houses.. very picturesque..The old tanner quarter is why you come to strasbourg...get lost there and have a drink or a meal...,1,test
"Pretty much all buildings (except a single 90s style hotel) form this historical district. You can get the expectable attractions like local classic food, (gladly very few) souvenir shops and some trilingual (French, English, German) historical plaquettes.",0,test
The Lucerne lake as the city itself is a good place to be around.  I stayed only one day in the city and around and I must have planned for more.,0,test
"We spent three very interesting hours experiencing multiple family run restaurants and many booths with a multitude of wares (vegetables, fish, meat, seasonings, bamboo food products, pho, etc)!",1,test
"The guide gave us a quite of bit of background about this place. The one I remember distinctly is that at one point it was used for public executions via the guillotine! The bell tower that you see in some photos was rebuilt. The clock tower has two figures that strike the a bell at periodic interval. That bit of history aside, this place is a feast for the eyes especially if you are architecturally inclined. It tends to be crowded and is lined with shops; some of which are very pricey.",0,test
This was just amazing. Buy ticket up front and skip the line. I recommend to go there early in the morning and definitely not during the weekend. We buy a guided tour through official website and the tour was for 45 mins and only in the colosseum.,0,test
The guide took us through the streets of the old quarter. We not only saw first hand the daily life of the locals but tasted a variety of street foods.,1,test
"Loved the hussle and bussle of this area , not much influence by the West. lots of restaurants bespoke shops bars . Fun vibrant area",1,test
The Piazza is amazing but know that you will pay a premium for sitting at one of yhe cafes as they charge an additional fee for sitting. You pay less if you stand further back or are inside.,0,test
"the place is fascinating to shop or just browse. mind the swarms of scooters and cars. There are no real road rules, just have faith an cross the road, they wont hit you!",0,test
A must-see when visiting Istanbul. A meeting of Christian and Muslim religious art and architecture transporting you back in history and the opportunity to marvel at human achievement.,1,test
"The district of Petite-France is the historical center of the city characterized by its canal system and half-timbered buildings.  La petite France was home to butchers and tanners, this neighborhood was centered on the city’s canals to accommodate those professions’ constant need for water to function.  The best way to admire this neighborhood is by strolling through the streets and enjoy the half-timbered beautiful homes giving the district an undeniable Charm.  Many attractions are within this area. don't miss Barrage Vauban, ponts converts, Saint Pierre le Vieux Church ....  The name Petite-France (""Little France"")comes from the ""hospice of the syphilitic"" (Hospice des Vérolés, in French), which was built in the late fifteenth century on this island, to cure persons with syphilis, then called Franzosenkrankheit (""French disease"") in German.",0,test
"I have always wanted to visit Rome,  and the Colosseum did not disappoint. I would sat that paying for the full underground tour was not actually worth it, but the whole place is astonishing",0,test
"I cannot, in good conscience, give Hagia Sophia less than 4 stars.  The building is one of the wonders of the world.  However, what a disappointment to visit after its re-conversion.  Although it was reported in July that the coverings over the Byzantine art in Hagia Sophia would be pulled back between prayer times, that is not how it has turned out.  When I visited the Orthodox Christian mosaics in the entryway outside of what is now the prayer hall were uncovered but the most famous mosaic in the apse was covered - all of the sail like curtains which can cover the entire apse were pulled back except for the two that block the view of the virgin and child mosaic in the middle.  I was told afterwards by several people that those will stay that way permanently.  The second floor of the building is now off limits to tourists.  And, of course, the 1500 year old stone floors are covered wall-to-wall in dark green carpet.  The huge disappointment to no longer be able to see the the incredible Byzantine period art in this structure cannot be overstated.  One finds oneself thinking the offending mosaics should be removed and put in a museum.  Very sad.",1,test
"A nice part of town, pretty buildings and good for a stroll and lunch. Well worth a visit. Nice down by the canals etc.",1,test
"It is a well done historical landmark that gives you a feel of seeing undisturbed history, but also having good signage to help you understand what you are looking at.",0,test
Easy to find the booking company outside the Coliseum and a good tour around with detailed knowledge,0,test
We remained in the existing quarter in Hanoi. Loved it. Endorse. You're directly in the center of the stress that's the soul of Hanoi. We stayed with the 7-year-old child of ours. She enjoyed checking out this particular component of the city.,1,test
"We took the trip to 148th floor. It was a great experience to be at the top floor. The exclusive 148th floor is very well organized. They take very good care of you until you reach the top floor but then you are on your own, which was a bit disappointing when you pay so much. Overall, good one time experience",1,test
"We spent 2 days here and just loved the whole atmosphere of it. Narrow streets lined with restaurants, cafés, and shops and bustling with people.",1,test
s - It's a 15 mins ferry ride to this island. Ferry ride is simple yet enjoyable - The island is beautiful and you have to explore everything by walk. Lots of cafes and sufficient washrooms are there. - The central area is more of old buildings. We liked the Lions seat area the most. The view of the sea from there is really beautiful.  Will definitely visit again and explore more areas.,0,test
My wife and I took a day ticket on the Lake Lucerne steamers and enjoyed every minute of it although it was a cloudy but bright day.,0,test
"By day or during the night, you can just feel the heart of Strasbourg while walking in these streets. It seems like you are in a dollhouse neighbourhood. Just amazing and the best place for photo lovers!",1,test
"While still worth visiting, I was very disappointed to see that all the historic mosaics were covered up and the second floor and other areas are now off-limits. I'd say the Hagia Sophia is a shell of its former self, nothing like the pictures you see online. On the plus side, it is free now...",0,test
"This is one of the iconic building that you MUST visit/experience here in Dubai. As the other traveler said, If you don't have a photo standing beside Burj Khalifa  then you never fully experience the core of Dubai.",1,test
We going there with my friends.it was very big history place and nice wiew.higly recommend this place,0,test
One appreciates these buildings when visited especially when you learn about the history of both people and building.,0,test
"After plenty of hype to visit St Mark's Square, my husband and I were disappointed to find that not much goes on there. You can eat and drink there but it is twice the price of anywhere else. If there was more to do we would have eaten there. Very disappointed",0,test
"We saw a lot of families there so it must be a good spot to go for a day picnic.  The sights themselves are OK and it was interesting to see the rows and rows of walls and reinforcements.  Kids would have a great time playing hide & seek but the grounds are left somewhat ""natural"" so probably not a good idea.",1,test
Beautiful beach.. Im glad i came on weekdays as its less people and you can enjoy the beach side without being crowded,0,test
We had a great time visiting on our last day in Helsinki. We arrived at the ferry terminal before 10am to avoid the long queues that build up later in the day. It reminded us of Colonial Williamsburg or Mystic Seaport in the USA - large outdoor historic districts that have been preserved for people to walk around and explore. The main museum is very informative and there are plenty of dining options. Definitely worth a visit.,0,test
See the piazza at different times of day. We love it in the evening when there are several quartets playing. So much to see!! Several restaurants line the piazza and lots of shops on every side street. Plus the people watching is great! It's a must see when visiting Venice!,1,test
"It's a decent landmark and good to bring kiddos to once in a millennium. It has some nice caves and stuff. But honestly, it's not my cup of tea. But for those visiting Helsinki, sure why not?",0,test
"It is a great place, unfortunatelly we had a guide that lets us to visit alone, a pit as it could add more knowledge. the wall is long, so take 4 to 6 hours if you want to enjoy the place.",0,test
Very little to see as the place is going through renovations.  They make you cover your legs and head. They provide if you don’t have it.,0,test
"Take the ferry from Market Square to check out the UNESCO World Heritage Site's fortress.  It's a great trip and if you can manage your journey to catch a sunrise, that would be an extra plus.",0,test
Just as beautiful as in the travel pictures. We were a little disappointed that it was quite foggy so going up to Mt Pilatus probably would not have been worth it. The boat ride around the lake so beautiful we took it twice. I understand in the summer you can take a sailboat ride which I think would be even better but it was a little too chilly on the few days we were there. It was Stunning though.,0,test
"Sun, sand, food and people watching - cannot say anything bad about this place. We really enjoy the boardwalk that extends for 4+ miles.",0,test
"The colosseum is a great historic place to visit, it’s a good idea to book a guide to give you the full experience and explanation. Unfortunately, at the moment the doors close at 16:30 and the guards start chasing you away arond 16:10, in a very unfriendly way! If you set 1 step in the other direction, they come after you and tell you to go to the exit. Because of this, we were not able to see everything and left the beautiful building with a bitter feeling. This is a pity considering the price.",1,test
The mosque is obv. free of charge where you can make your prayers and experience the history behind it. Recommend everyone who visits Istanbul,1,test
"My husband and i were at the Great Wall in November 2 days after it had snowed. We found a private driver to take us to the wall and also to the Ming Tombs via a previous guide - approx. $900RMB and he stayed with us all day. The day was clear and with the snow was memorable. We rode the bus to the village and then the cable car up to the wall at Mutianyu. We walked left (up) for about 4 towers, then walked back (down) by the cable car entrance and continued to the toboggans down. They were very fun however there is a staff person at every turn telling you to slow down. We also stopped in the village at the tea shop for a demonstration and some tea. We had heard the street sellers were obnoxious, but they were fine and it was cold that day, so if you needed a scarf, hat, gloves or sweater you would have been glad they had supplies.",0,test
Was just two days but i do belive will visit more and more.Very nice place . Lake Luzern is great there is boath tour opportunity all so.,0,test
"Very tourist friendly location to visit the great wall of China. Very well renovated and many options to buy souvenirs and drinks. If you chose to go right, it is one steep climb to the last renovated tower, but it will take a shorter time. If you start going to the left, your endurance will be tested with ups and downs and steps ranging from approx. 5-80cm. The views were stunning during autumn, with all the changing colors. If you are up for a climb, skip the cableway and hike up to the wall (approx. 1 hour). But don’t miss the Taboggan, a slide down from the wall that is fun for any age!!",1,test
Enjoyed a morning trip on this deep teal lake. Gorgeous body of water with priceless views. Great to walk around in Lucerne in the evening. Many swans can be seen being fed by tourists along the water's edge.,0,test
"This building just amazed us for the shear beauty incredible size and that giant dome that is mesmerising to think it was built almost 1500 years ago. Probably the best piece of art in Istanbul, and a must see. Not just from outside but get inside too.",1,test
The view from the 125th floor would be similar to a flight landing into Dubai. I do not see it as the most amazing thing Dubai has to offer. Its ok though the long lines to get in and get out are tiresome,0,test
You feel like you are in Germany but everyone is speaking French. Very pretty area with canals and old well kept buildings. Restaurants with a French and German influence. Unique area and one of our favorites in all of France.,0,test
"Its the best part about Hanoi, infact the main characteristic of Hanoi. Most of the tourist attractions are located here. Most of the hotels are located here. Infact most tourists stay in this area. Its a cultural hub, where u can watch people living their everyday life. The whole vibe of the old quarter is fascinating. There are atleast a thousand cafes here,each as amazing as d other. The Coffee Culture here is amazing. We spent every evening exploring cafes. I can just keep going on and on.",1,test
The iconic square is the heart of Venice. A prominent feature on every tourist guide. A truly marvelous experience with the architectural features and stunning atmosphere. It’s a must place to visit.,1,test
Amazing trip. Driver was very friendly and helpful. Lots of photo opportunities. Good value for money. Driving in the desert was fun. Dinner had a lots to choose from. Alcohol is available and shisha pipes. Quad biking and camel rides are there too should it take your fancy. Entertainment was good (belly dancers and fire show). All round good trip 6 hours well spent.thanks to mr zahoor,0,test
"This is one of those sights that you’ve seen a thousand times, but needs to be seen in person. I purchased my ticket (time slot) at the adjacent Roman Forum/Palatine Hill entrance which saved me quite a bit of time standing on line at the Colosseum itself. While I did not go with a guide, I found there were plenty of excellent information plaques throughout the site. Several cases contained treasures found at the site which were nicely displayed and described. I followed a clockwise route starting with the upper level and making my way down. While there were crowds, it was by no means a hindrance to my visit (although I couldn’t imagine the real crowds during peak tourist season, not to mention the heat).",1,test
"This is great on a sunny day! There are multiple islands that you can walk around and see the old fortress, plus a museum, places to eat, and places to picnic. Definitely worth a visit if you have an afernoon.",0,test
"This stunning church/then mosque and now museum, is currently under heavy restoration, with half of it being blocked off. What we were able to see was still stunning, and its worth the visit.",1,test
Due to Covid the square was virtually empty.  This meant we didn't find it oppressive pushing through crowds etc,0,test
Its a really busy place and to loud for me but a lot to see and shop for those who like it. Wouldnt go there again but if you like busy streets go ahead.,0,test
Beautiful lake in Lurcern and the best way to see it is on a cruise. you have spectacular views of some castles and the mountains in the back ground are amazing. A must do.,0,test
"The most important thing while our time in China is that Chinese tours arrive at 10am at attractions. This is true for any attraction, of course, there are tour that go to different attractions between the day, but the main and biggest groups will arrive at that time and it is awful. We were in China during late November and early December and avoid all the crowds, but still we observe that at that a 10am the groups will arrive. For the great wall we used the transportation services of Mubus, and they offered buses in the early morning that arrive from around 10am at the wall and anther late service that leaves at noon and arrives before 2pm at the wall. We chose the late option, at the time because we wanted to visit the summer palace in the morning, but once in China it worked perfectly because we avoided the crows at both summer palace and the wall. The Mubus tour guide speaks Chinese and English and will give you a history about the wall as well the options to climb the wall and prices. The do not get any money for the tickets, you simply choose you ticket, give them the money and once at the wall they will buy the tickets for you at the same price, you do not have to make the line. For souvenirs wait until you meet the tour guide back at the restaurant, they have way better prices than the other places we visit. We a try to visit everything by ourselves but the public transportation to the wall was to much hassle and the money saved was not that much when compared to the Mubus price, and your reservation is made without paying the anything from their webpage. Once at the wall, you will have to walk a lot, we chose to take the lift to tower 14 and from that point climb (yes, climb since is only stair step from there) to tower 20. The view from tower 20 is not that great mainly because the walls of the tower itself that are too high, but the steps leading to tower 20 from tower 19 offer a great view. The steps look very step but is very doable, do not worry.",1,test
Price is high but amazing view you can see all dubai at the top and super experience for my family.you should visit this building.,1,test
"A bright and sunny day adds to the charm of the place and that’s exactly what we got. The place is quite enjoyable, specially on a sunny day. Do check the timings of the Museums and accordingly plan your trip. Lots of cafes and restaurants all around and they exude an old world charm. Lovely place to spend half a day....",1,test
We spent a wonderful afternoon exploring the fortress. So many interesting things to see.  Would definitely recommend this attraction.,1,test
"Nice views, easy to get to.  Worth the visit.  On a clear day you can see far and wide, all the different slopes and sections that scatter the countryside.",0,test
"Such a shame that a specific type of people have ruined this once exotic, safe, fun strip of bars, restaurants,  and hotels ...all previously with that awesome Latin flare!   Sadly, now, its ghetto.",1,test
"Great food! Spring roll & Pho bo are one of my favorites here! My ultimate comfort food, can easily be found along the streets of vietnam and very affordable as well. great value for your money! :)",0,test
One of my favourite places to visit and walk around whenever I am in Hanoi. There is always something happening or something to see. It's also fairly safe and full of character.,0,test
A spectacular building and very impressive at night with the illumination. Loads of ruins to see around it. Would have loved to go inside but did not have enough time.,0,test
"Views from the ship on the tour. Quaint villages. Spectacular mountain scenery. Good food, wine and service on the ship. Don't miss it.",0,test
"When visiting Strausbourg, this has to be the best part of the city to stay. It is beautiful! All the French, Germanic and Swiss influences, seem to come together harmoniously in this location. Peaceful walks along the river in the evening, with floating bars on the banks, which",1,test
The Ferries from Helsinki depart very regularly to the island and cost us EUR5.00. This island is full of history and old buildings. It is a great place to visit when in Helsinki. We had a guide to show us the island and it was a great choice as we were given all of the information first hand.,1,test
"This was an amazing experience. Can’t wait to go back and have my husband be a Gladiator （no, he doesn’t know it yet). Unfortunately, we didn’t find out about that until after we visited.",1,test
"Very enjoyable to be honest, plus ticking something off the bucket list.  We opted for the 'at the top' experience, with this being much more expensive but more of a VIP experience and it certainly felt so. There was very little queueing and the 148th floor was much more refined / relaxed. We have two young kids, so did not really want to be waiting around in queues.  It was much quieter and more relaxing on 148th floor, with incredible views. We opted for a 5pm slot so that we could see the sunset and also the first fountain show at 6pm.  We descended to floor 124/125 but did not spend much time there to be honest. The views were not as good and it was much louder / busier.  Overall, quite expensive, but as you are only likely to do it the once then worth it",1,test
Did remind of Colmar but the river views are wider offering unique moments Impressed how clean this town was. Located about 20' walk from central station.,0,test
"Extremely picturesque, lovely and relaxing setting! An absolute gem of Strasbourg! Unthinkable not to visit! Lovely old buildings and restaurants all along the canal. A fantastic spot to unwind specially on a sunny day!!",1,test
"For €16 you get to walk unaccompanied around this wonderful historic relic, you get to see (from above) the rooms / cells etc which were directly under the arena, you also get to walk around this monument and look at the many artefacts that have been discovered here but no direct access to the arena, no striding out and exclaiming, “Are you not entertained ?” - I must admit Idid want to do that but nevertheless, this is a wonderful piece of Roman architecture that is still being unearthed. We were fortunate to visit just before the Coronavirus struck and therefore the queues were very small",1,test
This is a beautiful beach. We couldn't fully enjoy due to poor weather but we spent some time at the pier and sitting in the sand watching the surf come in. Also had a wild iguana siting. Hope we can come back some day.,0,test
"I recommend to go with a tour guide, because they explain everything very well, there are a lot of history and rich culture. I loved to go inside, no regrets at all. If you like to get knowledge , it'll be a nice experience.",1,test
We went to the top of the Burj.  It was. A must see.  The view is priceless Safety is taken very seriously. ElevTors are monitored.,0,test
"Would recommend to everyone to take a guides tour to the Colosseum! It is extremely beautiful from the outside, but it inside is gorgeaus and you can understand so much about its history!",0,test
"Over rated. Queues all round and if you dare to sit on a step anywhere you get moved on. Couldn't get out quick enough, been there seen it and done it, but would not go back.",0,test
Unbelievably clear water in the tranquil lake in the mountains. We were struck by the amount of wild swans (at least 100) in every direction  Lake runs right to the town and winds through the shear mountain faces. Take a boat tour to see some great vistas  Peaceful and fantastic,0,test
Beautiful historic and realistic ...night time cruise candle lighting..Vietnam show ..shopping ..visited a home,0,test
"Venice is a must see city of Italy and San macro piazza is must see in the city! The place is huge and beautiful , many seagulls and pigeons are there . The port , the church , the buildings , they together make an amazing place !",0,test
"This is a nice place to spend your nights on, full of people always and good for relaxing. When you have time i highly recommend it",0,test
"Visited Turkey in early March, at the beginning of the COVID-19 pandemic.  At that time, the virus had not spread to Turkey yet so there was no screening or mask requirements.This was my second time in Turkey and one of the highlights of the trip was the Hagia Sophia.  Words alone cannot convey the feeling of this enormous monument.  Purchased the Istanbul Tourist Pass and the Hagia Sophia was one of the attractions that was included, so no additional ticket fee when visiting.  The short tour was conducted by trained Big Bus staff and lasted about 30 minutes.  Afterwards we were free to explore the rest of the Hagia Sophia, staying as long as we wanted.If you visit in the morning, you may experience beautiful rays of sunlight shining through the exquisite stained glass windows.  The beams lighting up the floor made for great photos.   Note: tripods or selfie sticks of any kind or size are not allowed inside and will be held at security for you until you exit.Enjoy your visit!",1,test
"If you're in Strasbourg you can't (and shouldn't) miss this. IN the heart of the centre it represents everything that is gorgeous about this city. Quirky streets with quirky shops. Slightly expensive for food/ drink but not outrageous. Go see the swing bridge, hire a boat or go on the boat trip. You'll love it.",1,test
"Don't miss this destination. Some amazing  hotels, food everywhere, bars, cafes, shopping, shopping and shopping. Go to Silver Street for a bargain. This is a real little hub of activities.",0,test
Great place to wander around it’s an area in Strasbourg Beautiful buildings and atmosphere.  Restaurant abound and you can choice your price.  Plenty to photo.,0,test
"We spent three days in South Beach en-route to see family in the Dominican Republic. There was a street festival of some sort going on the Saturday we were there. Lots of food tents and tchotcke vendors, and maybe 100 antique cars on display.  The buildings are pretty cool. Makes one wonder what it was like here in the 30's.  Temperature was in the 70's...lively breeze made a windbreaker nice. A bit cool to get into the water, but there were some brave souls swimming.",0,test
It is a beautiful lake. Looking so serene and tranquil. I was able to see this lake since our tour for Mt titlis had a 45 break in Lucern. Beautiful to take pictures.,0,test
"It’s a nice place to go to, even if your group has very different interests. We could look at the beautiful view and interesting buildings, but also discuss history and go to a museum. Quite diverse things to do.",1,test
Amazing lake with dramatic mountain landscape views in all directions. Crystal clear water that must be perfect for swimming. Unmissable.,0,test
Very clean and well organized. Life guards are present. So are the police. Very safe environment so that we could just soak in the sun and enjoy!,0,test
Beautiful stunning peaceful. Spiritual. Filled with character. Huge building can spend hours here Open 24 hours,0,test
"We walked around, we went on pedal boats and also took a cruise across which just added to the breathtaking views! The day was perfect to see the mountains and just soak up the ambience!",0,test
"What's the best way to see St.Mark's glorious interior is to skip the craziness of the hours' long ticketed line to get in for a just a brief tourist's visit?   Mass.  You do not have to be Catholic or even Christian to make a special memory of Venice this way.  In addition to seeing the obvious physical beauty and the age-old traditions of the dedicated faithful, you'll have the advantage of witnessing it all while comfortably seated for just under an hour and savoring some soaring music as well.  A special memory you will cherish.",0,test
"We were in Venice in October and even at that time of year it was crowded.  The day we were in St. Marks Square it flooded, so all those people were then shepherded onto metre-wide raised platforms crossing the square.  We had - fortunately - realised that we could still get around the outside of the square, but I think the rest of the tourists wanted to ""experience"" walking on the platforms over the square!St. Marks Square is very impressive in its size and architecture.  The shops and cafes on the ground floor all around less so.  I was amazed - for example - that restaurants were allowed to have tables and chairs on the actual square itself, whereas if you tried as a tourist to rest your weary bones on the floor of the square you get moved on pretty rapidly!  It was very wet when we were there and there were two restaurants who had canvas awnings extending out into the square in which there was a stage and jazz bands!  Again, the awnings had the effect of ""spoiling"" the racing lines of the buildings and just confirmed in my opinion that St. Marks is more about extracting as many Euro's as possible from as many people as possible.  As with EVERYWHERE in Venice it is a location of extremes.  Extreme beauty and scale and extreme commercialism.  We dd hear a rumour of 20 Euro's for a cup of coffee at one of the cafes around the square...but we certainly weren't going to sit down to find out!",1,test
"We purchased tickets direct from the official site and bought the additional option of a guided tour. It was definitely worth the extra money (€32) to do this and you need to be careful with the cheaper tickets, as you cant access the upper level with them.  The ticket we had (full experience,including English arena), also includes the Palentine Hill and Roman forum,both of which you can see over two days.  With the Coloseum, its a one time visit only and you can only access it at a maximum of 10 minutes before your start time, no more. If you're more than 10 minutes late, after your start time, you could also risk missing out, so arrive well ahead of time.  I can't add any more than people have previously mentioned but is a must do while here.",1,test
Can’t visiting Dubai without taking pictures with the tallest building in the world Everything you want you will find it there Restaurant .. coffee shops ext...,0,test
"From the moment you step inside this magnificent building you can sense the ‘genie loci’ of this amazing edifice - the layers of history seem to almost lap over you like gentle waves - Do read up about it before hand as to listening to the guide while trying to feel the building itself, can be distracting. tbh for me this building had one of the greatest sense of history in time of almost any other that I have visited - although Glendalough in Ireland could match it, for me, for tearing back the veil of time   * Pre-Book your Museum Ticket and Arrive early - there are queues *",0,test
